num_maquina;num_jobs;modelo;number_of_constraints;number_of_variables;best_bound;funcao_objetivo;number_of_var_values;has_hit_limit;mip_relative_gap;nb_iterations;nb_linear_nonzeros;status;time;fl_inteiro
20;20;t_pre_carnaval007M020J020_ZintTrue_MinLA;24000;4201;1390,0;1618,9999999999998;2189;True;0,141445336627539;22299411;70400;time limit exceeded;3600,0305581092834;True
20;20;t_pre_carnaval007M020J020_ZintFalse_Manne;8000;4201;;1221,0;2428;False;;2427;23600;optimal;0,0675668716430664;False
20;20;t_pre_carnaval007M020J020_ZintFalse_MinLA;24000;4201;;1246,3309552320352;2393;False;;10201;70400;optimal;0,3129758834838867;False
20;20;t_pre_carnaval008M020J020_ZintTrue_Manne;8000;4201;1398,3013682999035;1668,9999999999993;2250;True;0,16219211006595546;57694719;23600;time limit exceeded;3600,015998840332;True
20;20;t_pre_carnaval008M020J020_ZintTrue_MinLA;24000;4201;1429,2162824835282;1668,9999999999998;2302;True;0,14366909377858433;27626739;70400;time limit exceeded;3600,017261981964;True
20;20;t_pre_carnaval008M020J020_ZintFalse_Manne;8000;4201;;1227,0;2432;False;;2431;23600;optimal;0,06650996208190918;False
20;20;t_pre_carnaval008M020J020_ZintFalse_MinLA;24000;4201;;1253,4698634343306;2722;False;;32;70400;optimal;0,34937500953674316;False
20;20;t_pre_carnaval009M020J020_ZintTrue_Manne;8000;4201;1377,2029430492998;1644,9999999999998;2212;True;0,16279456349585633;61607809;23600;time limit exceeded;3600,01362991333;True
20;20;t_pre_carnaval009M020J020_ZintTrue_MinLA;24000;4201;1357,5678792298202;1652,0;2139;True;0,17822767601099396;26139468;70400;time limit exceeded;3600,019958972931;True
20;20;t_pre_carnaval009M020J020_ZintFalse_Manne;8000;4201;;1212,0;2435;False;;2434;23600;optimal;0,06483983993530273;False
20;20;t_pre_carnaval009M020J020_ZintFalse_MinLA;24000;4201;;1275,3367978063025;2261;False;;8320;70400;optimal;0,2634150981903076;False
15;30;t_pre_carnaval000M015J030_ZintTrue_Manne;13500;6976;1112,5087280722732;1903,9999999999998;3465;True;0,415699197441011;64429334;40050;time limit exceeded;3601,286386013031;True
15;30;t_pre_carnaval000M015J030_ZintTrue_MinLA;40500;6976;1348,8906646903088;2082,999999995;3616;True;0,35242886956621133;31966771;119700;time limit exceeded;3600,034168958664;True
15;30;t_pre_carnaval000M015J030_ZintFalse_Manne;13500;6976;;990,0;4044;False;;4043;40050;optimal;0,13157081604003906;False
15;30;t_pre_carnaval000M015J030_ZintFalse_MinLA;40500;6976;;1319,5714093392796;5346;False;;37;119700;optimal;1,3141801357269287;False
15;30;t_pre_carnaval001M015J030_ZintTrue_Manne;13500;6976;1109,1183574872146;2105,999999999;3476;True;0,47335310660598834;34479850;40050;time limit exceeded;3600,016483783722;True
15;30;t_pre_carnaval001M015J030_ZintTrue_MinLA;40500;6976;1415,2714807765176;2232,0000000000014;3742;True;0,36591779535100655;32318112;119700;time limit exceeded;3600,034543991089;True
15;30;t_pre_carnaval001M015J030_ZintFalse_Manne;13500;6976;;972,0;4081;False;;4080;40050;optimal;0,12840485572814941;False
15;30;t_pre_carnaval001M015J030_ZintFalse_MinLA;40500;6976;;1389,5768107717658;4939;False;;33;119700;optimal;1,1427350044250488;False
15;30;t_pre_carnaval002M015J030_ZintTrue_Manne;13500;6976;1072,7535251660306;1979,999999997;3461;True;0,45820529031934254;48085114;40050;time limit exceeded;3600,0179760456085;True
15;30;t_pre_carnaval002M015J030_ZintTrue_MinLA;40500;6976;1470,2177394974287;2000,0;3501;True;0,26489113025127237;31835954;119700;time limit exceeded;3600,0442349910736;True
15;30;t_pre_carnaval002M015J030_ZintFalse_Manne;13500;6976;;1056,0;4061;False;;4060;40050;optimal;0,13009214401245117;False
15;30;t_pre_carnaval002M015J030_ZintFalse_MinLA;40500;6976;;1438,4150266396528;5145;False;;38;119700;optimal;1,4960150718688965;False
